Line ID,Item,Item Code,Size,Category,Date,Time,Day of Week,Hour,Order Date,Qty,Item Price,Item Tax,Discount,Order #,Invoice #,Order Type,Table #,Payment Type,Order Subtotal,Order Tax,Order Tips,Order Total,Order Employee,Payment Employee
17433,TOGO,,,TOGO,2026-07-15,11:46:36,Wednesday,11,7/15/2026 11:46 AM,1,0.50,0.05,0.00,7,191341,TO GO,,Credit Card,51.22,5.22,0.00,56.44,Cashier,Cashier
17434,Rice,Extra,,Side Orders,2026-07-15,11:47:47,Wednesday,11,7/15/2026 11:47 AM,1,2.99,0.30,0.00,6,191342,TO GO,,Cash,18.48,1.88,0.00,20.36,Cashier,Cashier
17435,Steak & Tendon,41,Small,pho,2026-07-15,11:47:47,Wednesday,11,7/15/2026 11:47 AM,1,14.99,1.53,0.00,6,191342,TO GO,,Cash,18.48,1.88,0.00,20.36,Cashier,Cashier
17436,TOGO,,,TOGO,2026-07-15,11:47:47,Wednesday,11,7/15/2026 11:47 AM,1,0.50,0.05,0.00,6,191342,TO GO,,Cash,18.48,1.88,0.00,20.36,Cashier,Cashier
17437,Vege & Tofu,06,Small,pho,2026-07-15,11:50:50,Wednesday,11,7/15/2026 11:50 AM,1,14.99,1.53,0.00,3,191343,TABLE,A3,Cash,14.99,1.53,0.00,16.52,Cashier,Cashier
17438,Kid's Meal,19,,Kid's Meal,2026-07-15,11:59:47,Wednesday,11,7/15/2026 11:59 AM,1,10.99,1.12,0.00,8,191344,TO GO,,Credit Card,21.98,2.24,6.05,30.27,Cashier,Cashier
17439,Kid's Meal,19,,Kid's Meal,2026-07-15,11:59:47,Wednesday,11,7/15/2026 11:59 AM,1,10.99,1.12,0.00,8,191344,TO GO,,Credit Card,21.98,2.24,6.05,30.27,Cashier,Cashier
17440,Fried Roll &Gyoza,A3,,Appetizer,2026-07-15,12:09:31,Wednesday,12,7/15/2026 12:09 PM,1,12.99,1.32,0.00,13,191345,QUICK ORDER,,Cash,29.98,3.06,0.00,33.04,Cashier,Cashier
17441,Chicken & Fried Tofu /Rice,47,,Rice Plates,2026-07-15,12:09:31,Wednesday,12,7/15/2026 12:09 PM,1,16.49,1.68,0.00,13,191345,QUICK ORDER,,Cash,29.98,3.06,0.00,33.04,Cashier,Cashier
17442,TOGO,,,TOGO,2026-07-15,12:09:31,Wednesday,12,7/15/2026 12:09 PM,1,0.50,0.05,0.00,13,191345,QUICK ORDER,,Cash,29.98,3.06,0.00,33.04,Cashier,Cashier
17443,Steak & Tripe,07,Large,pho,2026-07-15,12:19:56,Wednesday,12,7/15/2026 12:19 PM,1,15.99,1.63,0.00,10,191346,TO GO,,Credit Card,35.73,3.64,7.87,47.24,Cashier,Cashier
17444,Fried Roll,28,,Appetizer,2026-07-15,12:19:56,Wednesday,12,7/15/2026 12:19 PM,1,3.25,0.33,0.00,10,191346,TO GO,,Credit Card,35.73,3.64,7.87,47.24,Cashier,Cashier
17445,Steak,01,Large,pho,2026-07-15,12:19:56,Wednesday,12,7/15/2026 12:19 PM,1,15.99,1.63,0.00,10,191346,TO GO,,Credit Card,35.73,3.64,7.87,47.24,Cashier,Cashier
17446,TOGO,,,TOGO,2026-07-15,12:19:56,Wednesday,12,7/15/2026 12:19 PM,1,0.50,0.05,0.00,10,191346,TO GO,,Credit Card,35.73,3.64,7.87,47.24,Cashier,Cashier
17447,Thai Tea,75,,Coffee & Drinks,2026-07-15,12:22:31,Wednesday,12,7/15/2026 12:22 PM,1,5.99,0.61,0.00,18,191347,TO GO,,Cash,5.99,0.61,0.00,6.60,Cashier,Cashier
17448,Sweet Beef,B6,,French Bread,2026-07-15,12:23:50,Wednesday,12,7/15/2026 12:23 PM,1,9.99,1.02,0.00,12,191348,TO GO,,Credit Card,25.48,2.60,0.00,28.08,Cashier,Cashier
17449,Steak & Tendon,41,Small,pho,2026-07-15,12:23:50,Wednesday,12,7/15/2026 12:23 PM,1,14.99,1.53,0.00,12,191348,TO GO,,Credit Card,25.48,2.60,0.00,28.08,Cashier,Cashier
17450,TOGO,,,TOGO,2026-07-15,12:23:50,Wednesday,12,7/15/2026 12:23 PM,1,0.50,0.05,0.00,12,191348,TO GO,,Credit Card,25.48,2.60,0.00,28.08,Cashier,Cashier
17451,Spicy Pork,B7,,French Bread,2026-07-15,12:26:44,Wednesday,12,7/15/2026 12:26 PM,1,9.99,1.02,0.00,16,191349,TO GO,,Credit Card,22.83,2.33,3.77,28.93,Cashier,Cashier
17452,Spring Roll,30,,Appetizer,2026-07-15,12:26:44,Wednesday,12,7/15/2026 12:26 PM,1,3.25,0.33,0.00,16,191349,TO GO,,Credit Card,22.83,2.33,3.77,28.93,Cashier,Cashier
17453,Gyoza,A2,,Appetizer,2026-07-15,12:26:44,Wednesday,12,7/15/2026 12:26 PM,1,9.59,0.98,0.00,16,191349,TO GO,,Credit Card,22.83,2.33,3.77,28.93,Cashier,Cashier
17454,Steak,01,Small,pho,2026-07-15,12:28:10,Wednesday,12,7/15/2026 12:28 PM,1,14.99,1.53,0.00,21,191350,TO GO,,Credit Card,80.09,8.17,17.65,105.91,Cashier,Cashier
17455,Chicken Fried Rice,F1,,Fried Rice,2026-07-15,12:28:10,Wednesday,12,7/15/2026 12:28 PM,1,15.49,1.58,0.00,21,191350,TO GO,,Credit Card,80.09,8.17,17.65,105.91,Cashier,Cashier
17456,Spicy Pork,B7,,French Bread,2026-07-15,12:28:10,Wednesday,12,7/15/2026 12:28 PM,1,9.99,1.02,0.00,21,191350,TO GO,,Credit Card,80.09,8.17,17.65,105.91,Cashier,Cashier
17457,Gyoza,A2,,Appetizer,2026-07-15,12:28:10,Wednesday,12,7/15/2026 12:28 PM,1,9.59,0.98,0.00,21,191350,TO GO,,Credit Card,80.09,8.17,17.65,105.91,Cashier,Cashier
17458,Fried Roll,28,,Appetizer,2026-07-15,12:28:10,Wednesday,12,7/15/2026 12:28 PM,1,3.25,0.33,0.00,21,191350,TO GO,,Credit Card,80.09,8.17,17.65,105.91,Cashier,Cashier
17459,lemonade,,,Coffee & Drinks,2026-07-15,12:28:10,Wednesday,12,7/15/2026 12:28 PM,1,3.29,0.34,0.00,21,191350,TO GO,,Credit Card,80.09,8.17,17.65,105.91,Cashier,Cashier
17460,Vegetable Fried Rice,F4,,Fried Rice,2026-07-15,12:28:10,Wednesday,12,7/15/2026 12:28 PM,1,15.49,1.58,0.00,21,191350,TO GO,,Credit Card,80.09,8.17,17.65,105.91,Cashier,Cashier
17461,Fried Roll,28,,Appetizer,2026-07-15,12:28:10,Wednesday,12,7/15/2026 12:28 PM,1,3.25,0.33,0.00,21,191350,TO GO,,Credit Card,80.09,8.17,17.65,105.91,Cashier,Cashier
17462,Spring Roll,30,,Appetizer,2026-07-15,12:28:10,Wednesday,12,7/15/2026 12:28 PM,1,3.25,0.33,0.00,21,191350,TO GO,,Credit Card,80.09,8.17,17.65,105.91,Cashier,Cashier
17463,TOGO,,,TOGO,2026-07-15,12:28:10,Wednesday,12,7/15/2026 12:28 PM,1,0.50,0.05,0.00,21,191350,TO GO,,Credit Card,80.09,8.17,17.65,105.91,Cashier,Cashier
17464,TOGO,,,TOGO,2026-07-15,12:28:10,Wednesday,12,7/15/2026 12:28 PM,1,0.50,0.05,0.00,21,191350,TO GO,,Credit Card,80.09,8.17,17.65,105.91,Cashier,Cashier
17465,TOGO,,,TOGO,2026-07-15,12:28:10,Wednesday,12,7/15/2026 12:28 PM,1,0.50,0.05,0.00,21,191350,TO GO,,Credit Card,80.09,8.17,17.65,105.91,Cashier,Cashier
17466,Spring Roll,30,,Appetizer,2026-07-15,12:32:06,Wednesday,12,7/15/2026 12:32 PM,1,3.25,0.33,0.00,17,191351,TABLE,A3,Cash,3.25,0.33,0.00,3.58,Cashier,Cashier
17467,Chicken,G-1,,Grilled & Wok,2026-07-15,12:38:02,Wednesday,12,7/15/2026 12:38 PM,1,14.49,1.48,0.00,14,191352,TABLE,B3,Cash,77.45,7.90,0.00,85.35,Cashier,Cashier
17468,Steak,01,Small,pho,2026-07-15,12:38:02,Wednesday,12,7/15/2026 12:38 PM,1,14.99,1.53,0.00,14,191352,TABLE,B3,Cash,77.45,7.90,0.00,85.35,Cashier,Cashier
17469,Brisket & Meat,21,Large,pho,2026-07-15,12:38:02,Wednesday,12,7/15/2026 12:38 PM,1,15.99,1.63,0.00,14,191352,TABLE,B3,Cash,77.45,7.90,0.00,85.35,Cashier,Cashier
17470,Steak,01,Large,pho,2026-07-15,12:38:02,Wednesday,12,7/15/2026 12:38 PM,1,15.99,1.63,0.00,14,191352,TABLE,B3,Cash,77.45,7.90,0.00,85.35,Cashier,Cashier
17471,Steak & Brisket,02,Large,pho,2026-07-15,12:38:02,Wednesday,12,7/15/2026 12:38 PM,1,15.99,1.63,0.00,14,191352,TABLE,B3,Cash,77.45,7.90,0.00,85.35,Cashier,Cashier
17472,Brisket,20,Large,pho,2026-07-15,12:42:45,Wednesday,12,7/15/2026 12:42 PM,1,15.99,1.63,0.00,15,191353,TO GO,,Credit Card,15.99,1.63,3.52,21.14,Cashier,Cashier
17473,Fried Roll,28,,Appetizer,2026-07-15,12:45:53,Wednesday,12,7/15/2026 12:45 PM,1,3.25,0.33,0.00,20,191354,TABLE,C4,Credit Card,24.23,2.47,12.00,38.70,Cashier,Cashier
17474,Steak & Brisket,02,Large,pho,2026-07-15,12:45:53,Wednesday,12,7/15/2026 12:45 PM,1,15.99,1.63,0.00,20,191354,TABLE,C4,Credit Card,24.23,2.47,12.00,38.70,Cashier,Cashier
17475,BBQ Pork Spring Roll,A7,,Appetizer,2026-07-15,12:45:53,Wednesday,12,7/15/2026 12:45 PM,1,4.99,0.51,0.00,20,191354,TABLE,C4,Credit Card,24.23,2.47,12.00,38.70,Cashier,Cashier
17476,BBQ Pork,B2,,French Bread,2026-07-15,12:56:01,Wednesday,12,7/15/2026 12:56 PM,1,8.99,0.92,0.00,11,191355,TABLE,A5,Cash,12.24,1.25,0.00,13.49,Cashier,Cashier
17477,Spring Roll,30,,Appetizer,2026-07-15,12:56:01,Wednesday,12,7/15/2026 12:56 PM,1,3.25,0.33,0.00,11,191355,TABLE,A5,Cash,12.24,1.25,0.00,13.49,Cashier,Cashier
17478,Chicken Fried Rice,F1,,Fried Rice,2026-07-15,12:59:51,Wednesday,12,7/15/2026 12:59 PM,1,15.49,1.58,0.00,19,191356,TO GO,,Credit Card,32.98,3.36,5.45,41.79,Cashier,Cashier
17479,Chicken & Beef,G-5,,Grilled & Wok,2026-07-15,12:59:51,Wednesday,12,7/15/2026 12:59 PM,1,16.49,1.68,0.00,19,191356,TO GO,,Credit Card,32.98,3.36,5.45,41.79,Cashier,Cashier
17480,TOGO,,,TOGO,2026-07-15,12:59:51,Wednesday,12,7/15/2026 12:59 PM,1,0.50,0.05,0.00,19,191356,TO GO,,Credit Card,32.98,3.36,5.45,41.79,Cashier,Cashier
17481,TOGO,,,TOGO,2026-07-15,12:59:51,Wednesday,12,7/15/2026 12:59 PM,1,0.50,0.05,0.00,19,191356,TO GO,,Credit Card,32.98,3.36,5.45,41.79,Cashier,Cashier
17482,Honeydew,,,Bubble Juice,2026-07-15,13:31:03,Wednesday,13,7/15/2026 1:31 PM,1,5.99,0.61,0.00,23,191357,TO GO,,Cash,41.72,4.26,0.00,45.98,Cashier,Cashier
17483,Brisket,20,Large,pho,2026-07-15,13:31:03,Wednesday,13,7/15/2026 1:31 PM,1,15.99,1.63,0.00,23,191357,TO GO,,Cash,41.72,4.26,0.00,45.98,Cashier,Cashier
17484,Shrimp Fried Rice,F3,,Fried Rice,2026-07-15,13:31:03,Wednesday,13,7/15/2026 1:31 PM,1,15.49,1.58,0.00,23,191357,TO GO,,Cash,41.72,4.26,0.00,45.98,Cashier,Cashier
17485,Spring Roll,30,,Appetizer,2026-07-15,13:31:03,Wednesday,13,7/15/2026 1:31 PM,1,3.25,0.33,0.00,23,191357,TO GO,,Cash,41.72,4.26,0.00,45.98,Cashier,Cashier
17486,TOGO,,,TOGO,2026-07-15,13:31:03,Wednesday,13,7/15/2026 1:31 PM,1,0.50,0.05,0.00,23,191357,TO GO,,Cash,41.72,4.26,0.00,45.98,Cashier,Cashier
17487,TOGO,,,TOGO,2026-07-15,13:31:03,Wednesday,13,7/15/2026 1:31 PM,1,0.50,0.05,0.00,23,191357,TO GO,,Cash,41.72,4.26,0.00,45.98,Cashier,Cashier
17488,Hot Tea,,,Coffee & Drinks,2026-07-15,13:34:43,Wednesday,13,7/15/2026 1:34 PM,1,1.99,0.20,0.00,25,191358,TABLE,C1,Credit Card,77.19,7.87,12.76,97.82,Cashier,Cashier
17489,Chicken Fried Rice,F1,,Fried Rice,2026-07-15,13:34:43,Wednesday,13,7/15/2026 1:34 PM,1,15.49,1.58,0.00,25,191358,TABLE,C1,Credit Card,77.19,7.87,12.76,97.82,Cashier,Cashier
17490,Chicken,G-1,,Grilled & Wok,2026-07-15,13:34:43,Wednesday,13,7/15/2026 1:34 PM,1,14.49,1.48,0.00,25,191358,TABLE,C1,Credit Card,77.19,7.87,12.76,97.82,Cashier,Cashier
17491,"Steak, Brisket, Flank, tendon & Tripe",17,Large,pho,2026-07-15,13:34:43,Wednesday,13,7/15/2026 1:34 PM,1,15.99,1.63,0.00,25,191358,TABLE,C1,Credit Card,77.19,7.87,12.76,97.82,Cashier,Cashier
17492,Spicy Pork,B7,,French Bread,2026-07-15,13:34:43,Wednesday,13,7/15/2026 1:34 PM,1,9.99,1.02,0.00,25,191358,TABLE,C1,Credit Card,77.19,7.87,12.76,97.82,Cashier,Cashier
17493,Steak,01,Large,pho,2026-07-15,13:34:43,Wednesday,13,7/15/2026 1:34 PM,1,15.99,1.63,0.00,25,191358,TABLE,C1,Credit Card,77.19,7.87,12.76,97.82,Cashier,Cashier
17494,Fried Roll,28,,Appetizer,2026-07-15,13:34:43,Wednesday,13,7/15/2026 1:34 PM,1,3.25,0.33,0.00,25,191358,TABLE,C1,Credit Card,77.19,7.87,12.76,97.82,Cashier,Cashier
17495,Shrimp Fried Rice,F3,,Fried Rice,2026-07-15,13:40:37,Wednesday,13,7/15/2026 1:40 PM,1,15.49,1.58,0.00,27,191359,TO GO,,Credit Card,42.97,4.38,0.00,47.35,Cashier,Cashier
17496,Kid's Meal,19,,Kid's Meal,2026-07-15,13:40:37,Wednesday,13,7/15/2026 1:40 PM,1,10.99,1.12,0.00,27,191359,TO GO,,Credit Card,42.97,4.38,0.00,47.35,Cashier,Cashier
17497,Brisket,20,Large,pho,2026-07-15,13:40:37,Wednesday,13,7/15/2026 1:40 PM,1,15.99,1.63,0.00,27,191359,TO GO,,Credit Card,42.97,4.38,0.00,47.35,Cashier,Cashier
17498,TOGO,,,TOGO,2026-07-15,13:40:37,Wednesday,13,7/15/2026 1:40 PM,1,0.50,0.05,0.00,27,191359,TO GO,,Credit Card,42.97,4.38,0.00,47.35,Cashier,Cashier
17499,Chicken,18,Small,pho,2026-07-15,13:49:26,Wednesday,13,7/15/2026 1:49 PM,1,14.99,1.53,0.00,22,191360,QUICK ORDER,,Credit Card,46.97,4.79,10.35,62.11,Cashier,Cashier
17500,Pork & Fried Roll,32,,Noodle Salad|Bowl,2026-07-15,13:49:26,Wednesday,13,7/15/2026 1:49 PM,1,15.99,1.63,0.00,22,191360,QUICK ORDER,,Credit Card,46.97,4.79,10.35,62.11,Cashier,Cashier
17501,Brisket,20,Small,pho,2026-07-15,13:49:26,Wednesday,13,7/15/2026 1:49 PM,1,14.99,1.53,0.00,22,191360,QUICK ORDER,,Credit Card,46.97,4.79,10.35,62.11,Cashier,Cashier
17502,TOGO,,,TOGO,2026-07-15,13:49:26,Wednesday,13,7/15/2026 1:49 PM,1,0.50,0.05,0.00,22,191360,QUICK ORDER,,Credit Card,46.97,4.79,10.35,62.11,Cashier,Cashier
17503,TOGO,,,TOGO,2026-07-15,13:49:26,Wednesday,13,7/15/2026 1:49 PM,1,0.50,0.05,0.00,22,191360,QUICK ORDER,,Credit Card,46.97,4.79,10.35,62.11,Cashier,Cashier
17504,Steak,01,Large,pho,2026-07-15,13:55:34,Wednesday,13,7/15/2026 1:55 PM,1,15.99,1.63,0.00,24,191361,TABLE,C4,Credit Card,15.99,1.63,4.41,22.03,Cashier,Cashier
17505,Spring Roll,30,,Appetizer,2026-07-15,13:57:19,Wednesday,13,7/15/2026 1:57 PM,1,3.25,0.33,0.00,26,191362,TABLE,A5,Credit Card,52.47,5.35,8.67,66.49,Cashier,Cashier
17506,Fried Roll,28,,Appetizer,2026-07-15,13:57:19,Wednesday,13,7/15/2026 1:57 PM,1,3.25,0.33,0.00,26,191362,TABLE,A5,Credit Card,52.47,5.35,8.67,66.49,Cashier,Cashier
17507,Steak & Tendon,41,Small,pho,2026-07-15,13:57:19,Wednesday,13,7/15/2026 1:57 PM,1,14.99,1.53,0.00,26,191362,TABLE,A5,Credit Card,52.47,5.35,8.67,66.49,Cashier,Cashier
17508,Chicken,18,Large,pho,2026-07-15,13:57:19,Wednesday,13,7/15/2026 1:57 PM,1,15.99,1.63,0.00,26,191362,TABLE,A5,Credit Card,52.47,5.35,8.67,66.49,Cashier,Cashier
17509,Brisket,20,Small,pho,2026-07-15,13:57:19,Wednesday,13,7/15/2026 1:57 PM,1,14.99,1.53,0.00,26,191362,TABLE,A5,Credit Card,52.47,5.35,8.67,66.49,Cashier,Cashier
17510,CAN,,,Coffee & Drinks,2026-07-15,14:37:53,Wednesday,14,7/15/2026 2:37 PM,1,2.49,0.25,0.00,28,191363,TABLE,B1,Credit Card,34.76,3.55,5.75,44.06,Cashier,Cashier
17511,Meat Balls,04,Large,pho,2026-07-15,14:37:53,Wednesday,14,7/15/2026 2:37 PM,1,15.99,1.63,0.00,28,191363,TABLE,B1,Credit Card,34.76,3.55,5.75,44.06,Cashier,Cashier
17512,Pepsi,,,Coffee & Drinks,2026-07-15,14:37:53,Wednesday,14,7/15/2026 2:37 PM,1,3.29,0.34,0.00,28,191363,TABLE,B1,Credit Card,34.76,3.55,5.75,44.06,Cashier,Cashier
17513,Fried Roll &Gyoza,A3,,Appetizer,2026-07-15,14:37:53,Wednesday,14,7/15/2026 2:37 PM,1,12.99,1.32,0.00,28,191363,TABLE,B1,Credit Card,34.76,3.55,5.75,44.06,Cashier,Cashier
17514,Chicken,G-1,,Grilled & Wok,2026-07-15,14:43:27,Wednesday,14,7/15/2026 2:43 PM,1,14.49,1.48,0.00,29,191364,TABLE,A4,Cash,26.73,2.73,5.00,34.46,Cashier,Cashier
17515,Fried Roll,28,,Appetizer,2026-07-15,14:43:27,Wednesday,14,7/15/2026 2:43 PM,1,3.25,0.33,0.00,29,191364,TABLE,A4,Cash,26.73,2.73,5.00,34.46,Cashier,Cashier
17516,BBQ Pork,B2,,French Bread,2026-07-15,14:43:27,Wednesday,14,7/15/2026 2:43 PM,1,8.99,0.92,0.00,29,191364,TABLE,A4,Cash,26.73,2.73,5.00,34.46,Cashier,Cashier
17517,Brisket,20,Large,pho,2026-07-15,14:44:15,Wednesday,14,7/15/2026 2:44 PM,1,15.99,1.63,0.00,30,191365,TABLE,C1,Cash,47.96,4.89,0.00,52.85,Cashier,Cashier
17518,Iced Milk Coffee,74,,Coffee & Drinks,2026-07-15,14:44:15,Wednesday,14,7/15/2026 2:44 PM,1,5.99,0.61,0.00,30,191365,TABLE,C1,Cash,47.96,4.89,0.00,52.85,Cashier,Cashier
17519,Vege & Tofu,06,Small,pho,2026-07-15,14:44:15,Wednesday,14,7/15/2026 2:44 PM,1,14.99,1.53,0.00,30,191365,TABLE,C1,Cash,47.96,4.89,0.00,52.85,Cashier,Cashier
17520,Kid's Meal,19,,Kid's Meal,2026-07-15,14:44:15,Wednesday,14,7/15/2026 2:44 PM,1,10.99,1.12,0.00,30,191365,TABLE,C1,Cash,47.96,4.89,0.00,52.85,Cashier,Cashier
17521,BBQ Pork Spring Roll,A7,,Appetizer,2026-07-15,15:02:15,Wednesday,15,7/15/2026 3:02 PM,1,4.99,0.51,0.00,31,191366,TABLE,C1,Credit Card,20.98,2.14,0.00,23.12,Cashier,Cashier
17522,"Steak, Brisket, Flank, tendon & Tripe",17,Large,pho,2026-07-15,15:02:15,Wednesday,15,7/15/2026 3:02 PM,1,15.99,1.63,0.00,31,191366,TABLE,C1,Credit Card,20.98,2.14,0.00,23.12,Cashier,Cashier
17523,Spring Roll,30,,Appetizer,2026-07-15,15:04:12,Wednesday,15,7/15/2026 3:04 PM,1,3.25,0.33,0.00,34,191367,TO GO,,Credit Card,78.49,8.01,17.30,103.80,Cashier,Cashier
17524,"Brisket, Fatty Flank & Tripe",44,Small,pho,2026-07-15,15:04:12,Wednesday,15,7/15/2026 3:04 PM,1,14.99,1.53,0.00,34,191367,TO GO,,Credit Card,78.49,8.01,17.30,103.80,Cashier,Cashier
17525,Brisket,20,Large,pho,2026-07-15,15:04:12,Wednesday,15,7/15/2026 3:04 PM,1,15.99,1.63,0.00,34,191367,TO GO,,Credit Card,78.49,8.01,17.30,103.80,Cashier,Cashier
17526,lemonade,,,Coffee & Drinks,2026-07-15,15:04:12,Wednesday,15,7/15/2026 3:04 PM,1,3.29,0.34,0.00,34,191367,TO GO,,Credit Card,78.49,8.01,17.30,103.80,Cashier,Cashier
17527,Tendon,Extra,,Side Orders,2026-07-15,15:04:12,Wednesday,15,7/15/2026 3:04 PM,1,7.99,0.81,0.00,34,191367,TO GO,,Credit Card,78.49,8.01,17.30,103.80,Cashier,Cashier
17528,Grilled Chicken,31,,Noodle Salad|Bowl,2026-07-15,15:04:12,Wednesday,15,7/15/2026 3:04 PM,1,15.99,1.63,0.00,34,191367,TO GO,,Credit Card,78.49,8.01,17.30,103.80,Cashier,Cashier
17529,Vegetable Fried Rice,F4,,Fried Rice,2026-07-15,15:04:12,Wednesday,15,7/15/2026 3:04 PM,1,15.49,1.58,0.00,34,191367,TO GO,,Credit Card,78.49,8.01,17.30,103.80,Cashier,Cashier
17530,TOGO,,,TOGO,2026-07-15,15:04:12,Wednesday,15,7/15/2026 3:04 PM,1,0.50,0.05,0.00,34,191367,TO GO,,Credit Card,78.49,8.01,17.30,103.80,Cashier,Cashier
17531,TOGO,,,TOGO,2026-07-15,15:04:12,Wednesday,15,7/15/2026 3:04 PM,1,0.50,0.05,0.00,34,191367,TO GO,,Credit Card,78.49,8.01,17.30,103.80,Cashier,Cashier
17532,TOGO,,,TOGO,2026-07-15,15:04:12,Wednesday,15,7/15/2026 3:04 PM,1,0.50,0.05,0.00,34,191367,TO GO,,Credit Card,78.49,8.01,17.30,103.80,Cashier,Cashier
17533,Chicken & Fried Tofu /Rice,47,,Rice Plates,2026-07-15,15:15:17,Wednesday,15,7/15/2026 3:15 PM,1,16.49,1.68,0.00,40,191368,QUICK ORDER,,Credit Card,16.99,1.73,0.00,18.72,Cashier,Cashier
17534,TOGO,,,TOGO,2026-07-15,15:15:17,Wednesday,15,7/15/2026 3:15 PM,1,0.50,0.05,0.00,40,191368,QUICK ORDER,,Credit Card,16.99,1.73,0.00,18.72,Cashier,Cashier
17535,Steak,01,Large,pho,2026-07-15,15:17:35,Wednesday,15,7/15/2026 3:17 PM,1,15.99,1.63,0.00,32,191369,TABLE,B1,Credit Card,15.99,1.63,2.64,20.26,Cashier,Cashier
17536,Spring Roll,30,,Appetizer,2026-07-15,15:17:35,Wednesday,15,7/15/2026 3:17 PM,1,3.25,0.33,0.00,32,191370,TABLE,B1,Credit Card,3.25,0.33,0.90,4.48,Cashier,Cashier
17537,Spring Roll,30,,Appetizer,2026-07-15,15:17:35,Wednesday,15,7/15/2026 3:17 PM,1,3.25,0.33,0.00,32,191371,TABLE,B1,Credit Card,3.25,0.33,0.64,4.22,Cashier,Cashier
17538,Vege & Tofu,06,Large,pho,2026-07-15,15:23:14,Wednesday,15,7/15/2026 3:23 PM,1,15.99,1.63,0.00,39,191372,TO GO,,Credit Card,16.49,1.68,3.63,21.80,Cashier,Cashier
17539,TOGO,,,TOGO,2026-07-15,15:23:14,Wednesday,15,7/15/2026 3:23 PM,1,0.50,0.05,0.00,39,191372,TO GO,,Credit Card,16.49,1.68,3.63,21.80,Cashier,Cashier
17540,Brisket,20,Small,pho,2026-07-15,15:23:43,Wednesday,15,7/15/2026 3:23 PM,1,14.99,1.53,0.00,37,191373,QUICK ORDER,,Cash,34.47,3.52,0.00,37.99,Cashier,Cashier
17541,Thai Tea,75,,Coffee & Drinks,2026-07-15,15:23:43,Wednesday,15,7/15/2026 3:23 PM,1,5.99,0.61,0.00,37,191373,QUICK ORDER,,Cash,34.47,3.52,0.00,37.99,Cashier,Cashier
17542,Fried Roll &Gyoza,A3,,Appetizer,2026-07-15,15:23:43,Wednesday,15,7/15/2026 3:23 PM,1,12.99,1.32,0.00,37,191373,QUICK ORDER,,Cash,34.47,3.52,0.00,37.99,Cashier,Cashier
17543,TOGO,,,TOGO,2026-07-15,15:23:43,Wednesday,15,7/15/2026 3:23 PM,1,0.50,0.05,0.00,37,191373,QUICK ORDER,,Cash,34.47,3.52,0.00,37.99,Cashier,Cashier
17544,Fried Roll,28,,Appetizer,2026-07-15,15:30:13,Wednesday,15,7/15/2026 3:30 PM,1,3.25,0.33,0.00,41,191374,QUICK ORDER,,Credit Card,11.74,1.20,2.59,15.53,Cashier,Cashier
17545,(6pcs),Crab Bow,,Appetizer,2026-07-15,15:30:13,Wednesday,15,7/15/2026 3:30 PM,1,8.49,0.87,0.00,41,191374,QUICK ORDER,,Credit Card,11.74,1.20,2.59,15.53,Cashier,Cashier
17546,CAN,,,Coffee & Drinks,2026-07-15,15:31:29,Wednesday,15,7/15/2026 3:31 PM,1,2.49,0.25,0.00,33,191375,TO GO,,Cash,18.98,1.94,0.00,20.92,Cashier,Cashier
17547,Steak & Brisket,02,Large,pho,2026-07-15,15:31:29,Wednesday,15,7/15/2026 3:31 PM,1,15.99,1.63,0.00,33,191375,TO GO,,Cash,18.98,1.94,0.00,20.92,Cashier,Cashier
17548,TOGO,,,TOGO,2026-07-15,15:31:29,Wednesday,15,7/15/2026 3:31 PM,1,0.50,0.05,0.00,33,191375,TO GO,,Cash,18.98,1.94,0.00,20.92,Cashier,Cashier
17549,BBQ Pork,B2,,French Bread,2026-07-15,15:36:14,Wednesday,15,7/15/2026 3:36 PM,1,8.99,0.92,0.00,38,191376,TO GO,,Credit Card,28.73,2.93,0.00,31.66,Cashier,Cashier
17550,Spring Roll,30,,Appetizer,2026-07-15,15:36:14,Wednesday,15,7/15/2026 3:36 PM,1,3.25,0.33,0.00,38,191376,TO GO,,Credit Card,28.73,2.93,0.00,31.66,Cashier,Cashier
17551,Steak & Brisket,02,Large,pho,2026-07-15,15:36:14,Wednesday,15,7/15/2026 3:36 PM,1,15.99,1.63,0.00,38,191376,TO GO,,Credit Card,28.73,2.93,0.00,31.66,Cashier,Cashier
17552,TOGO,,,TOGO,2026-07-15,15:36:14,Wednesday,15,7/15/2026 3:36 PM,1,0.50,0.05,0.00,38,191376,TO GO,,Credit Card,28.73,2.93,0.00,31.66,Cashier,Cashier
17553,Hot Tea,,,Coffee & Drinks,2026-07-15,15:40:42,Wednesday,15,7/15/2026 3:40 PM,1,1.99,0.20,0.00,36,191377,TO GO,,Credit Card,21.23,2.17,0.00,23.40,Cashier,Cashier
17554,Steak & Brisket,02,Large,pho,2026-07-15,15:40:42,Wednesday,15,7/15/2026 3:40 PM,1,15.99,1.63,0.00,36,191377,TO GO,,Credit Card,21.23,2.17,0.00,23.40,Cashier,Cashier
17555,Spring Roll,30,,Appetizer,2026-07-15,15:40:42,Wednesday,15,7/15/2026 3:40 PM,1,3.25,0.33,0.00,36,191377,TO GO,,Credit Card,21.23,2.17,0.00,23.40,Cashier,Cashier
