Line ID,Item,Item Code,Size,Category,Date,Time,Day of Week,Hour,Order Date,Qty,Item Price,Item Tax,Discount,Order #,Invoice #,Order Type,Table #,Payment Type,Order Subtotal,Order Tax,Order Tips,Order Total,Order Employee,Payment Employee
124,lemonade,,,Coffee & Drinks,2026-06-03,15:39:53,Wednesday,15,6/03/2026 3:39 PM,1,3.29,0.34,0.00,42,185304,TABLE,B1,Credit Card,19.28,1.97,0.00,21.25,Cashier,Cashier
125,Peach,,,Bubble Juice,2026-06-03,15:41:32,Wednesday,15,6/03/2026 3:41 PM,1,5.99,0.61,0.00,46,185305,TO GO,,Credit Card,7.98,0.81,1.32,10.11,Cashier,Cashier
126,Hot Tea,,,Coffee & Drinks,2026-06-03,15:41:32,Wednesday,15,6/03/2026 3:41 PM,1,1.99,0.20,0.00,46,185305,TO GO,,Credit Card,7.98,0.81,1.32,10.11,Cashier,Cashier
127,Chicken,G-1,,Grilled & Wok,2026-06-03,15:56:46,Wednesday,15,6/03/2026 3:56 PM,1,14.49,1.48,0.00,47,185306,TO GO,,Credit Card,32.97,3.36,7.27,43.60,Cashier,Cashier
128,Brisket,20,Large,pho,2026-06-03,15:56:46,Wednesday,15,6/03/2026 3:56 PM,1,15.99,1.63,0.00,47,185306,TO GO,,Credit Card,32.97,3.36,7.27,43.60,Cashier,Cashier
129,Hot Tea,,,Coffee & Drinks,2026-06-03,15:56:46,Wednesday,15,6/03/2026 3:56 PM,1,1.99,0.20,0.00,47,185306,TO GO,,Credit Card,32.97,3.36,7.27,43.60,Cashier,Cashier
130,TOGO,,,TOGO,2026-06-03,15:56:46,Wednesday,15,6/03/2026 3:56 PM,1,0.50,0.05,0.00,47,185306,TO GO,,Credit Card,32.97,3.36,7.27,43.60,Cashier,Cashier
131,Fried Roll,28,,Appetizer,2026-06-03,16:07:21,Wednesday,16,6/03/2026 4:07 PM,1,3.25,0.33,0.00,48,185307,TO GO,,Credit Card,3.25,0.33,0.90,4.48,Cashier,Cashier
132,Combination Fried Rice,F5,,Fried Rice,2026-06-03,16:17:40,Wednesday,16,6/03/2026 4:17 PM,1,16.49,1.68,0.00,49,185308,TABLE,A1,Credit Card,51.10,5.21,11.26,67.57,Cashier,Cashier
133,Hot Tea,,,Coffee & Drinks,2026-06-03,16:17:40,Wednesday,16,6/03/2026 4:17 PM,1,1.99,0.20,0.00,49,185308,TABLE,A1,Credit Card,51.10,5.21,11.26,67.57,Cashier,Cashier
134,Combination Fried Rice,F5,,Fried Rice,2026-06-03,16:17:40,Wednesday,16,6/03/2026 4:17 PM,1,16.49,1.68,0.00,49,185308,TABLE,A1,Credit Card,51.10,5.21,11.26,67.57,Cashier,Cashier
135,Pepsi,,,Coffee & Drinks,2026-06-03,16:17:40,Wednesday,16,6/03/2026 4:17 PM,1,3.29,0.34,0.00,49,185308,TABLE,A1,Credit Card,51.10,5.21,11.26,67.57,Cashier,Cashier
136,Gyoza,A2,,Appetizer,2026-06-03,16:17:40,Wednesday,16,6/03/2026 4:17 PM,1,9.59,0.98,0.00,49,185308,TABLE,A1,Credit Card,51.10,5.21,11.26,67.57,Cashier,Cashier
137,Spring Roll,30,,Appetizer,2026-06-03,16:17:40,Wednesday,16,6/03/2026 4:17 PM,1,3.25,0.33,0.00,49,185308,TABLE,A1,Credit Card,51.10,5.21,11.26,67.57,Cashier,Cashier
138,Spring Roll,30,,Appetizer,2026-06-03,16:21:38,Wednesday,16,6/03/2026 4:21 PM,1,3.25,0.33,0.00,52,185309,TABLE,B2,Credit Card,3.25,0.33,0.90,4.48,Cashier,Cashier
139,Spring Roll,30,,Appetizer,2026-06-03,16:53:47,Wednesday,16,6/03/2026 4:53 PM,1,3.25,0.33,0.00,51,185310,TABLE,A4,Credit Card,3.25,0.33,0.00,3.58,Cashier,Cashier
140,Spring Roll,30,,Appetizer,2026-06-03,16:59:57,Wednesday,16,6/03/2026 4:59 PM,1,3.25,0.33,0.00,50,185311,TABLE,C3,Credit Card,13.24,1.35,3.65,18.24,Cashier,Cashier
141,Sweet Beef,B6,,French Bread,2026-06-03,16:59:57,Wednesday,16,6/03/2026 4:59 PM,1,9.99,1.02,0.00,50,185311,TABLE,C3,Credit Card,13.24,1.35,3.65,18.24,Cashier,Cashier
142,Kid's Meal,19,,Kid's Meal,2026-06-03,17:01:22,Wednesday,17,6/03/2026 5:01 PM,1,10.99,1.12,0.00,56,185312,TABLE,A5,Credit Card,10.99,1.12,1.82,13.93,Cashier,Cashier
143,Meat Balls,04,Large,pho,2026-06-03,17:07:40,Wednesday,17,6/03/2026 5:07 PM,1,15.99,1.63,0.00,63,185313,TO GO,,Credit Card,16.49,1.68,3.27,21.44,Cashier,Cashier
144,TOGO,,,TOGO,2026-06-03,17:07:40,Wednesday,17,6/03/2026 5:07 PM,1,0.50,0.05,0.00,63,185313,TO GO,,Credit Card,16.49,1.68,3.27,21.44,Cashier,Cashier
145,Chicken Fried Rice,F1,,Fried Rice,2026-06-03,17:08:06,Wednesday,17,6/03/2026 5:08 PM,1,15.49,1.58,0.00,55,185314,QUICK ORDER,,Credit Card,81.74,8.34,16.21,106.29,Cashier,Cashier
146,Dr Pepper,,,Coffee & Drinks,2026-06-03,17:08:06,Wednesday,17,6/03/2026 5:08 PM,1,3.29,0.34,0.00,55,185314,QUICK ORDER,,Credit Card,81.74,8.34,16.21,106.29,Cashier,Cashier
147,Brisket,20,Small,pho,2026-06-03,17:08:06,Wednesday,17,6/03/2026 5:08 PM,1,14.99,1.53,0.00,55,185314,QUICK ORDER,,Credit Card,81.74,8.34,16.21,106.29,Cashier,Cashier
148,Steak,01,Small,pho,2026-06-03,17:08:06,Wednesday,17,6/03/2026 5:08 PM,1,14.99,1.53,0.00,55,185314,QUICK ORDER,,Credit Card,81.74,8.34,16.21,106.29,Cashier,Cashier
149,Tendon & Flank,10,Large,pho,2026-06-03,17:08:06,Wednesday,17,6/03/2026 5:08 PM,1,15.99,1.63,0.00,55,185314,QUICK ORDER,,Credit Card,81.74,8.34,16.21,106.29,Cashier,Cashier
150,Steak,01,Large,pho,2026-06-03,17:08:06,Wednesday,17,6/03/2026 5:08 PM,1,15.99,1.63,0.00,55,185314,QUICK ORDER,,Credit Card,81.74,8.34,16.21,106.29,Cashier,Cashier
151,TOGO,,,TOGO,2026-06-03,17:08:06,Wednesday,17,6/03/2026 5:08 PM,1,0.50,0.05,0.00,55,185314,QUICK ORDER,,Credit Card,81.74,8.34,16.21,106.29,Cashier,Cashier
152,TOGO,,,TOGO,2026-06-03,17:08:06,Wednesday,17,6/03/2026 5:08 PM,1,0.50,0.05,0.00,55,185314,QUICK ORDER,,Credit Card,81.74,8.34,16.21,106.29,Cashier,Cashier
153,Steak & Brisket,02,Large,pho,2026-06-03,17:16:27,Wednesday,17,6/03/2026 5:16 PM,1,15.99,1.63,0.00,64,185315,QUICK ORDER,,Credit Card,144.91,14.78,28.74,188.43,Cashier,Cashier
154,Chicken & Pork,G-6,,Grilled & Wok,2026-06-03,17:16:27,Wednesday,17,6/03/2026 5:16 PM,1,16.49,1.68,0.00,64,185315,QUICK ORDER,,Credit Card,144.91,14.78,28.74,188.43,Cashier,Cashier
155,Brisket,20,Large,pho,2026-06-03,17:16:27,Wednesday,17,6/03/2026 5:16 PM,1,15.99,1.63,0.00,64,185315,QUICK ORDER,,Credit Card,144.91,14.78,28.74,188.43,Cashier,Cashier
156,Brisket,20,Large,pho,2026-06-03,17:16:27,Wednesday,17,6/03/2026 5:16 PM,1,15.99,1.63,0.00,64,185315,QUICK ORDER,,Credit Card,144.91,14.78,28.74,188.43,Cashier,Cashier
157,Steak & Brisket,02,Large,pho,2026-06-03,17:16:27,Wednesday,17,6/03/2026 5:16 PM,1,15.99,1.63,0.00,64,185315,QUICK ORDER,,Credit Card,144.91,14.78,28.74,188.43,Cashier,Cashier
158,Steak & Brisket,02,Small,pho,2026-06-03,17:16:27,Wednesday,17,6/03/2026 5:16 PM,1,14.99,1.53,0.00,64,185315,QUICK ORDER,,Credit Card,144.91,14.78,28.74,188.43,Cashier,Cashier
159,Steak,01,Small,pho,2026-06-03,17:16:27,Wednesday,17,6/03/2026 5:16 PM,1,14.99,1.53,0.00,64,185315,QUICK ORDER,,Credit Card,144.91,14.78,28.74,188.43,Cashier,Cashier
160,Chicken Fried Rice,F1,,Fried Rice,2026-06-03,17:16:27,Wednesday,17,6/03/2026 5:16 PM,1,15.49,1.58,0.00,64,185315,QUICK ORDER,,Credit Card,144.91,14.78,28.74,188.43,Cashier,Cashier
161,Steak & Brisket,02,Large,pho,2026-06-03,17:16:27,Wednesday,17,6/03/2026 5:16 PM,1,15.99,1.63,0.00,64,185315,QUICK ORDER,,Credit Card,144.91,14.78,28.74,188.43,Cashier,Cashier
162,TOGO,,,TOGO,2026-06-03,17:16:27,Wednesday,17,6/03/2026 5:16 PM,1,0.50,0.05,0.00,64,185315,QUICK ORDER,,Credit Card,144.91,14.78,28.74,188.43,Cashier,Cashier
163,TOGO,,,TOGO,2026-06-03,17:16:27,Wednesday,17,6/03/2026 5:16 PM,1,0.50,0.05,0.00,64,185315,QUICK ORDER,,Credit Card,144.91,14.78,28.74,188.43,Cashier,Cashier
164,TOGO,,,TOGO,2026-06-03,17:16:27,Wednesday,17,6/03/2026 5:16 PM,1,0.50,0.05,0.00,64,185315,QUICK ORDER,,Credit Card,144.91,14.78,28.74,188.43,Cashier,Cashier
165,TOGO,,,TOGO,2026-06-03,17:16:27,Wednesday,17,6/03/2026 5:16 PM,1,0.50,0.05,0.00,64,185315,QUICK ORDER,,Credit Card,144.91,14.78,28.74,188.43,Cashier,Cashier
166,TOGO,,,TOGO,2026-06-03,17:16:27,Wednesday,17,6/03/2026 5:16 PM,1,0.50,0.05,0.00,64,185315,QUICK ORDER,,Credit Card,144.91,14.78,28.74,188.43,Cashier,Cashier
167,TOGO,,,TOGO,2026-06-03,17:16:27,Wednesday,17,6/03/2026 5:16 PM,1,0.50,0.05,0.00,64,185315,QUICK ORDER,,Credit Card,144.91,14.78,28.74,188.43,Cashier,Cashier
168,Spicy Pork,B7,,French Bread,2026-06-03,17:16:36,Wednesday,17,6/03/2026 5:16 PM,1,9.99,1.02,0.00,62,185316,QUICK ORDER,,Credit Card,14.18,1.45,2.34,17.97,Cashier,Cashier
169,COCONUT Juice,,,Coffee & Drinks,2026-06-03,17:16:36,Wednesday,17,6/03/2026 5:16 PM,1,4.19,0.43,0.00,62,185316,QUICK ORDER,,Credit Card,14.18,1.45,2.34,17.97,Cashier,Cashier
170,Brisket,20,Small,pho,2026-06-03,17:18:48,Wednesday,17,6/03/2026 5:18 PM,1,14.99,1.53,0.00,60,185317,TO GO,,Credit Card,15.49,1.58,0.00,17.07,Cashier,Cashier
171,TOGO,,,TOGO,2026-06-03,17:18:48,Wednesday,17,6/03/2026 5:18 PM,1,0.50,0.05,0.00,60,185317,TO GO,,Credit Card,15.49,1.58,0.00,17.07,Cashier,Cashier
172,Milk Coffee,73,,Coffee & Drinks,2026-06-03,17:23:12,Wednesday,17,6/03/2026 5:23 PM,1,5.99,0.61,0.00,53,185318,TO GO,,Credit Card,5.99,0.61,1.32,7.92,Cashier,Cashier
173,Sweet Beef,B6,,French Bread,2026-06-03,17:24:06,Wednesday,17,6/03/2026 5:24 PM,1,9.99,1.02,0.00,54,185319,TABLE,C4,Credit Card,21.77,2.22,0.00,23.99,Cashier,Cashier
174,Dr Pepper,,,Coffee & Drinks,2026-06-03,17:24:06,Wednesday,17,6/03/2026 5:24 PM,1,3.29,0.34,0.00,54,185319,TABLE,C4,Credit Card,21.77,2.22,0.00,23.99,Cashier,Cashier
175,Hot Tea,,,Coffee & Drinks,2026-06-03,17:24:06,Wednesday,17,6/03/2026 5:24 PM,1,1.99,0.20,0.00,54,185319,TABLE,C4,Credit Card,21.77,2.22,0.00,23.99,Cashier,Cashier
176,Fried Roll,28,,Appetizer,2026-06-03,17:24:06,Wednesday,17,6/03/2026 5:24 PM,1,3.25,0.33,0.00,54,185319,TABLE,C4,Credit Card,21.77,2.22,0.00,23.99,Cashier,Cashier
177,Spring Roll,30,,Appetizer,2026-06-03,17:24:06,Wednesday,17,6/03/2026 5:24 PM,1,3.25,0.33,0.00,54,185319,TABLE,C4,Credit Card,21.77,2.22,0.00,23.99,Cashier,Cashier
178,Chicken Fried Rice,F1,,Fried Rice,2026-06-03,17:33:09,Wednesday,17,6/03/2026 5:33 PM,1,15.49,1.58,0.00,66,185320,TABLE,B1,Credit Card,34.73,3.54,6.89,45.16,Cashier,Cashier
179,Spring Roll,30,,Appetizer,2026-06-03,17:33:09,Wednesday,17,6/03/2026 5:33 PM,1,3.25,0.33,0.00,66,185320,TABLE,B1,Credit Card,34.73,3.54,6.89,45.16,Cashier,Cashier
180,Steak & Brisket,02,Large,pho,2026-06-03,17:33:09,Wednesday,17,6/03/2026 5:33 PM,1,15.99,1.63,0.00,66,185320,TABLE,B1,Credit Card,34.73,3.54,6.89,45.16,Cashier,Cashier
181,Sweet Beef,B6,,French Bread,2026-06-03,17:33:49,Wednesday,17,6/03/2026 5:33 PM,1,9.99,1.02,0.00,58,185321,TABLE,B2,Cash,9.99,1.02,0.00,11.01,Cashier,Cashier
182,Pork Chop & Egg Fry,22,,Rice Plates,2026-06-03,17:34:38,Wednesday,17,6/03/2026 5:34 PM,1,18.99,1.94,0.00,65,185322,QUICK ORDER,,Credit Card,35.98,3.67,7.93,47.58,Cashier,Cashier
183,Steak & Tripe,07,Large,pho,2026-06-03,17:34:38,Wednesday,17,6/03/2026 5:34 PM,1,15.99,1.63,0.00,65,185322,QUICK ORDER,,Credit Card,35.98,3.67,7.93,47.58,Cashier,Cashier
184,TOGO,,,TOGO,2026-06-03,17:34:38,Wednesday,17,6/03/2026 5:34 PM,1,0.50,0.05,0.00,65,185322,QUICK ORDER,,Credit Card,35.98,3.67,7.93,47.58,Cashier,Cashier
185,TOGO,,,TOGO,2026-06-03,17:34:38,Wednesday,17,6/03/2026 5:34 PM,1,0.50,0.05,0.00,65,185322,QUICK ORDER,,Credit Card,35.98,3.67,7.93,47.58,Cashier,Cashier
186,Spring Roll,30,,Appetizer,2026-06-03,17:45:55,Wednesday,17,6/03/2026 5:45 PM,1,3.25,0.33,0.00,59,185323,TO GO,,Credit Card,3.25,0.33,0.64,4.22,Cashier,Cashier
187,Gyoza,A2,,Appetizer,2026-06-03,17:49:38,Wednesday,17,6/03/2026 5:49 PM,1,9.59,0.98,0.00,57,185324,TABLE,B1,Credit Card,40.57,4.14,8.05,52.76,Cashier,Cashier
188,Steak & Brisket,02,Large,pho,2026-06-03,17:49:38,Wednesday,17,6/03/2026 5:49 PM,1,15.99,1.63,0.00,57,185324,TABLE,B1,Credit Card,40.57,4.14,8.05,52.76,Cashier,Cashier
189,"Steak, Brisket, Flank, tendon & Tripe",17,Small,pho,2026-06-03,17:49:38,Wednesday,17,6/03/2026 5:49 PM,1,14.99,1.53,0.00,57,185324,TABLE,B1,Credit Card,40.57,4.14,8.05,52.76,Cashier,Cashier
190,Spring Roll,30,,Appetizer,2026-06-03,17:50:52,Wednesday,17,6/03/2026 5:50 PM,1,3.25,0.33,0.00,61,185325,TABLE,C4,Cash,6.50,0.66,0.00,7.16,Cashier,Cashier
191,Spring Roll,30,,Appetizer,2026-06-03,17:50:52,Wednesday,17,6/03/2026 5:50 PM,1,3.25,0.33,0.00,61,185325,TABLE,C4,Cash,6.50,0.66,0.00,7.16,Cashier,Cashier
192,Chicken,G-1,,Grilled & Wok,2026-06-03,18:00:25,Wednesday,18,6/03/2026 6:00 PM,1,14.49,1.48,0.00,70,185326,TABLE,A1,Credit Card,14.49,1.48,2.40,18.37,Cashier,Cashier
193,Spring Roll,30,,Appetizer,2026-06-03,18:12:06,Wednesday,18,6/03/2026 6:12 PM,1,3.25,0.33,0.00,69,185327,TABLE,A5,Credit Card,6.54,0.67,0.00,7.21,Cashier,Cashier
194,lemonade,,,Coffee & Drinks,2026-06-03,18:12:06,Wednesday,18,6/03/2026 6:12 PM,1,3.29,0.34,0.00,69,185327,TABLE,A5,Credit Card,6.54,0.67,0.00,7.21,Cashier,Cashier
195,Mango,,+1 add-in,Bubble Juice,2026-06-03,18:12:24,Wednesday,18,6/03/2026 6:12 PM,1,6.98,0.71,0.00,68,185328,QUICK ORDER,,Cash,62.19,6.34,0.00,68.53,Cashier,Cashier
196,Chicken,18,Large,pho,2026-06-03,18:12:24,Wednesday,18,6/03/2026 6:12 PM,1,15.99,1.63,0.00,68,185328,QUICK ORDER,,Cash,62.19,6.34,0.00,68.53,Cashier,Cashier
197,Spring Roll,30,,Appetizer,2026-06-03,18:12:24,Wednesday,18,6/03/2026 6:12 PM,1,3.25,0.33,0.00,68,185328,QUICK ORDER,,Cash,62.19,6.34,0.00,68.53,Cashier,Cashier
198,Tendon,Extra,,Side Orders,2026-06-03,18:12:24,Wednesday,18,6/03/2026 6:12 PM,1,7.99,0.81,0.00,68,185328,QUICK ORDER,,Cash,62.19,6.34,0.00,68.53,Cashier,Cashier
199,Kid's Meal,19,,Kid's Meal,2026-06-03,18:12:24,Wednesday,18,6/03/2026 6:12 PM,1,10.99,1.12,0.00,68,185328,QUICK ORDER,,Cash,62.19,6.34,0.00,68.53,Cashier,Cashier
200,Combination Fried Rice,F5,,Fried Rice,2026-06-03,18:12:24,Wednesday,18,6/03/2026 6:12 PM,1,16.49,1.68,0.00,68,185328,QUICK ORDER,,Cash,62.19,6.34,0.00,68.53,Cashier,Cashier
201,TOGO,,,TOGO,2026-06-03,18:12:24,Wednesday,18,6/03/2026 6:12 PM,1,0.50,0.05,0.00,68,185328,QUICK ORDER,,Cash,62.19,6.34,0.00,68.53,Cashier,Cashier
202,Fried Roll,28,,Appetizer,2026-06-03,18:18:29,Wednesday,18,6/03/2026 6:18 PM,1,3.25,0.33,0.00,71,185329,QUICK ORDER,,Cash,3.25,0.33,0.00,3.58,Cashier,Cashier
203,"Steak, Brisket, Flank, tendon & Tripe",17,Large,pho,2026-06-03,18:22:10,Wednesday,18,6/03/2026 6:22 PM,1,15.99,1.63,0.00,67,185330,TABLE,C1,Credit Card,98.96,10.09,16.36,125.41,Cashier,Cashier
204,Gyoza,A2,,Appetizer,2026-06-03,18:22:10,Wednesday,18,6/03/2026 6:22 PM,1,9.59,0.98,0.00,67,185330,TABLE,C1,Credit Card,98.96,10.09,16.36,125.41,Cashier,Cashier
205,Bulgogi Plate,G-12,,Grilled & Wok,2026-06-03,18:22:10,Wednesday,18,6/03/2026 6:22 PM,1,17.99,1.83,0.00,67,185330,TABLE,C1,Credit Card,98.96,10.09,16.36,125.41,Cashier,Cashier
206,COCONUT Juice,,,Coffee & Drinks,2026-06-03,18:22:10,Wednesday,18,6/03/2026 6:22 PM,1,4.19,0.43,0.00,67,185330,TABLE,C1,Credit Card,98.96,10.09,16.36,125.41,Cashier,Cashier
207,Steak & Meat Balls,03,Large,pho,2026-06-03,18:22:10,Wednesday,18,6/03/2026 6:22 PM,1,15.99,1.63,0.00,67,185330,TABLE,C1,Credit Card,98.96,10.09,16.36,125.41,Cashier,Cashier
208,Steak & Brisket,02,Large,pho,2026-06-03,18:22:10,Wednesday,18,6/03/2026 6:22 PM,1,15.99,1.63,0.00,67,185330,TABLE,C1,Credit Card,98.96,10.09,16.36,125.41,Cashier,Cashier
209,Spring Roll,30,,Appetizer,2026-06-03,18:22:10,Wednesday,18,6/03/2026 6:22 PM,1,3.25,0.33,0.00,67,185330,TABLE,C1,Credit Card,98.96,10.09,16.36,125.41,Cashier,Cashier
210,Green Tea,,+1 add-in,Bubble Juice,2026-06-03,18:22:10,Wednesday,18,6/03/2026 6:22 PM,1,6.98,0.71,0.00,67,185330,TABLE,C1,Credit Card,98.96,10.09,16.36,125.41,Cashier,Cashier
211,BBQ Pork,B2,,French Bread,2026-06-03,18:22:10,Wednesday,18,6/03/2026 6:22 PM,1,8.99,0.92,0.00,67,185330,TABLE,C1,Credit Card,98.96,10.09,16.36,125.41,Cashier,Cashier
212,Steak,01,Small,pho,2026-06-03,18:58:54,Wednesday,18,6/03/2026 6:58 PM,1,14.99,1.53,0.00,72,185331,TABLE,A4,Credit Card,34.23,3.49,7.54,45.26,Cashier,Cashier
213,Fried Roll,28,,Appetizer,2026-06-03,18:58:54,Wednesday,18,6/03/2026 6:58 PM,1,3.25,0.33,0.00,72,185331,TABLE,A4,Credit Card,34.23,3.49,7.54,45.26,Cashier,Cashier
214,Steak & Meat Balls,03,Large,pho,2026-06-03,18:58:54,Wednesday,18,6/03/2026 6:58 PM,1,15.99,1.63,0.00,72,185331,TABLE,A4,Credit Card,34.23,3.49,7.54,45.26,Cashier,Cashier
215,Chicken,G-1,,Grilled & Wok,2026-06-03,19:03:00,Wednesday,19,6/03/2026 7:03 PM,1,14.49,1.48,0.00,78,185332,TO GO,,Cash,34.73,3.54,3.00,41.27,Cashier,Cashier
216,Cattor Beef Stew /Rice,27,,Noodle Salad|Bowl,2026-06-03,19:03:00,Wednesday,19,6/03/2026 7:03 PM,1,15.99,1.63,0.00,78,185332,TO GO,,Cash,34.73,3.54,3.00,41.27,Cashier,Cashier
217,Spring Roll,30,,Appetizer,2026-06-03,19:03:00,Wednesday,19,6/03/2026 7:03 PM,1,3.25,0.33,0.00,78,185332,TO GO,,Cash,34.73,3.54,3.00,41.27,Cashier,Cashier
218,TOGO,,,TOGO,2026-06-03,19:03:00,Wednesday,19,6/03/2026 7:03 PM,1,0.50,0.05,0.00,78,185332,TO GO,,Cash,34.73,3.54,3.00,41.27,Cashier,Cashier
219,TOGO,,,TOGO,2026-06-03,19:03:00,Wednesday,19,6/03/2026 7:03 PM,1,0.50,0.05,0.00,78,185332,TO GO,,Cash,34.73,3.54,3.00,41.27,Cashier,Cashier
220,Steak & Brisket,02,Large,pho,2026-06-03,19:11:25,Wednesday,19,6/03/2026 7:11 PM,1,15.99,1.63,0.00,77,185333,TABLE,C3,Credit Card,74.69,7.62,16.46,98.77,Cashier,Cashier
221,Chicken & Fried Tofu /Rice,47,,Rice Plates,2026-06-03,19:11:25,Wednesday,19,6/03/2026 7:11 PM,1,16.49,1.68,0.00,77,185333,TABLE,C3,Credit Card,74.69,7.62,16.46,98.77,Cashier,Cashier
222,Spring Roll,30,,Appetizer,2026-06-03,19:11:25,Wednesday,19,6/03/2026 7:11 PM,1,3.25,0.33,0.00,77,185333,TABLE,C3,Credit Card,74.69,7.62,16.46,98.77,Cashier,Cashier
223,Peach,,+1 add-in,Bubble Juice,2026-06-03,19:11:25,Wednesday,19,6/03/2026 7:11 PM,1,6.98,0.71,0.00,77,185333,TABLE,C3,Credit Card,74.69,7.62,16.46,98.77,Cashier,Cashier
224,Chicken,G-1,,Grilled & Wok,2026-06-03,19:11:25,Wednesday,19,6/03/2026 7:11 PM,1,14.49,1.48,0.00,77,185333,TABLE,C3,Credit Card,74.69,7.62,16.46,98.77,Cashier,Cashier
225,Seafood,33,,pho,2026-06-03,19:11:25,Wednesday,19,6/03/2026 7:11 PM,1,17.49,1.78,0.00,77,185333,TABLE,C3,Credit Card,74.69,7.62,16.46,98.77,Cashier,Cashier
226,Honeydew,,+1 add-in,Bubble Juice,2026-06-03,19:31:58,Wednesday,19,6/03/2026 7:31 PM,1,6.98,0.71,0.00,74,185334,QUICK ORDER,,Credit Card,30.45,3.11,0.00,33.56,Cashier,Cashier
227,Honeydew,,+1 add-in,Bubble Juice,2026-06-03,19:31:58,Wednesday,19,6/03/2026 7:31 PM,1,6.98,0.71,0.00,74,185334,QUICK ORDER,,Credit Card,30.45,3.11,0.00,33.56,Cashier,Cashier
228,Meat Balls,04,Large,pho,2026-06-03,19:31:58,Wednesday,19,6/03/2026 7:31 PM,1,15.99,1.63,0.00,74,185334,QUICK ORDER,,Credit Card,30.45,3.11,0.00,33.56,Cashier,Cashier
229,TOGO,,,TOGO,2026-06-03,19:31:58,Wednesday,19,6/03/2026 7:31 PM,1,0.50,0.05,0.00,74,185334,QUICK ORDER,,Credit Card,30.45,3.11,0.00,33.56,Cashier,Cashier
230,Spring Roll,30,,Appetizer,2026-06-03,19:33:22,Wednesday,19,6/03/2026 7:33 PM,1,3.25,0.33,0.00,75,185335,TABLE,A4,Cash,18.74,1.91,0.00,20.65,Cashier,Cashier
231,Shrimp Fried Rice,F3,,Fried Rice,2026-06-03,19:33:22,Wednesday,19,6/03/2026 7:33 PM,1,15.49,1.58,0.00,75,185335,TABLE,A4,Cash,18.74,1.91,0.00,20.65,Cashier,Cashier
232,Kid's Meal,G-K,,Kid's Meal,2026-06-03,19:43:42,Wednesday,19,6/03/2026 7:43 PM,1,10.99,1.12,0.00,73,185336,TO GO,,Credit Card,26.48,2.70,0.00,29.18,Cashier,Cashier
233,Vege & Tofu,06,Small,pho,2026-06-03,19:43:42,Wednesday,19,6/03/2026 7:43 PM,1,14.99,1.53,0.00,73,185336,TO GO,,Credit Card,26.48,2.70,0.00,29.18,Cashier,Cashier
234,TOGO,,,TOGO,2026-06-03,19:43:42,Wednesday,19,6/03/2026 7:43 PM,1,0.50,0.05,0.00,73,185336,TO GO,,Credit Card,26.48,2.70,0.00,29.18,Cashier,Cashier
235,Kid's Meal,19,,Kid's Meal,2026-06-03,19:47:25,Wednesday,19,6/03/2026 7:47 PM,1,10.99,1.12,0.00,79,185337,TABLE,A5,Credit Card,25.23,2.57,0.00,27.80,Cashier,Cashier
236,Kid's Meal,19,,Kid's Meal,2026-06-03,19:47:25,Wednesday,19,6/03/2026 7:47 PM,1,10.99,1.12,0.00,79,185337,TABLE,A5,Credit Card,25.23,2.57,0.00,27.80,Cashier,Cashier
237,Spring Roll,30,,Appetizer,2026-06-03,19:47:25,Wednesday,19,6/03/2026 7:47 PM,1,3.25,0.33,0.00,79,185337,TABLE,A5,Credit Card,25.23,2.57,0.00,27.80,Cashier,Cashier
238,Vege & Tofu,06,Small,pho,2026-06-03,19:53:23,Wednesday,19,6/03/2026 7:53 PM,1,14.99,1.53,0.00,76,185338,TO GO,,Credit Card,29.98,3.06,4.96,38.00,Cashier,Cashier
239,Chicken,G-1,,Grilled & Wok,2026-06-03,19:53:23,Wednesday,19,6/03/2026 7:53 PM,1,14.49,1.48,0.00,76,185338,TO GO,,Credit Card,29.98,3.06,4.96,38.00,Cashier,Cashier
240,TOGO,,,TOGO,2026-06-03,19:53:23,Wednesday,19,6/03/2026 7:53 PM,1,0.50,0.05,0.00,76,185338,TO GO,,Credit Card,29.98,3.06,4.96,38.00,Cashier,Cashier
241,Steak & Brisket,02,Large,pho,2026-06-03,20:16:38,Wednesday,20,6/03/2026 8:16 PM,1,15.99,1.63,0.00,85,185339,TABLE,A5,Cash,15.99,1.63,0.00,17.62,Cashier,Cashier
242,Steak & Meat Balls,03,Small,pho,2026-06-03,20:19:54,Wednesday,20,6/03/2026 8:19 PM,1,14.99,1.53,0.00,83,185340,QUICK ORDER,,Credit Card,15.49,1.58,0.00,17.07,Cashier,Cashier
243,TOGO,,,TOGO,2026-06-03,20:19:54,Wednesday,20,6/03/2026 8:19 PM,1,0.50,0.05,0.00,83,185340,QUICK ORDER,,Credit Card,15.49,1.58,0.00,17.07,Cashier,Cashier
244,Fried Roll &Gyoza,A3,,Appetizer,2026-06-03,20:22:50,Wednesday,20,6/03/2026 8:22 PM,1,12.99,1.32,0.00,86,185341,QUICK ORDER,,Cash,12.99,1.32,2.00,16.31,Cashier,Cashier
245,Dr Pepper,,,Coffee & Drinks,2026-06-03,20:27:43,Wednesday,20,6/03/2026 8:27 PM,1,3.29,0.34,0.00,81,185342,TO GO,,Cash,12.53,1.28,0.00,13.81,Cashier,Cashier
